source,target,Typ,label,org_conviction_1,org_country_1,org_continent_1,org_conviction_2,org_country_2,org_continent_2,international,intercontinental
initiative for public policy analysis,imani,Undirected,thomas,unconvinced of agw,nigeria,africa,unconvinced of agw,unknown,unknown,TRUE,TRUE
claremont institute,phillips foundation,Undirected,thomas a. fuentes,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ludwig von mises institute,the property and freedom society,Undirected,thomas dilorenzo,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ludwig von mises institute,rockford institute,Undirected,thomas fleming,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
environmental literacy council,independent commission on environmental education,Undirected,thomas g. moore,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
claremont institute,institute for policy innovation,Undirected,thomas g. west,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
free enterprise action fund,national center for public policy research,Undirected,thomas j. borelli,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
consumer alert,league of the south,Undirected,thomas j. dilorenzo,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
consumer alert,maryland public policy institute,Undirected,thomas j. dilorenzo,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
league of the south,maryland public policy institute,Undirected,thomas j. dilorenzo,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american energy alliance,insitute for energy research,Undirected,thomas j. pyle,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
citizens for a sound economy,freedomworks,Undirected,thomas knudsen,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
claremont institute,phillips foundation,Undirected,thomas l. phillips,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
claremont institute,young americas foundation,Undirected,thomas l. phillips,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
phillips foundation,young americas foundation,Undirected,thomas l. phillips,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
american conservative union,the american conservative union foundation,Undirected,thomas s. winter,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
berlin manhattan institut für unternehmerische freiheit e.v.,initiative neue soziale marktwirtschaft,Undirected,thomas straubhaar,unconvinced of agw,germany,europe,,germany,europe,FALSE,FALSE
the national leadership network of black conservatives,initiative for public policy analysis,Undirected,thompson ayodele,unconvinced of agw,usa,north america,unconvinced of agw,nigeria,africa,TRUE,TRUE
virginia institute for public policy,liberty institute,Undirected,tibor r. machan,unconvinced of agw,usa,north america,unconvinced of agw,india,asia,TRUE,TRUE
the galileo movement,clexit,Undirected,tim ball,unconvinced of agw,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
the galileo movement,friends of science,Undirected,tim ball,unconvinced of agw,australia,oceania,unconvinced of agw,canada,north america,TRUE,TRUE
the galileo movement,frontier centre for public policy,Undirected,tim ball,unconvinced of agw,australia,oceania,unconvinced of agw,canada,north america,TRUE,TRUE
clexit,friends of science,Undirected,tim ball,unconvinced of agw,usa,north america,unconvinced of agw,canada,north america,TRUE,FALSE
clexit,frontier centre for public policy,Undirected,tim ball,unconvinced of agw,usa,north america,unconvinced of agw,canada,north america,TRUE,FALSE
friends of science,frontier centre for public policy,Undirected,tim ball,unconvinced of agw,canada,north america,unconvinced of agw,canada,north america,FALSE,FALSE
international council for capital formation,bruges group,Undirected,tim congdon,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
international council for capital formation,institute of economic affairs,Undirected,tim congdon,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
international council for capital formation,the freedom association,Undirected,tim congdon,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
international council for capital formation,civitas,Undirected,tim congdon,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
bruges group,institute of economic affairs,Undirected,tim congdon,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
bruges group,the freedom association,Undirected,tim congdon,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
bruges group,civitas,Undirected,tim congdon,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
institute of economic affairs,the freedom association,Undirected,tim congdon,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
institute of economic affairs,civitas,Undirected,tim congdon,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
the freedom association,civitas,Undirected,tim congdon,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
the cobden centre,the libertarian alliance,Undirected,tim evans,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
the cobden centre,economic policy centre,Undirected,tim evans,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
the cobden centre,liberty league,Undirected,tim evans,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
the cobden centre,mont pelerin society,Undirected,tim evans,unconvinced of agw,uk,europe,,global,global,TRUE,TRUE
the libertarian alliance,economic policy centre,Undirected,tim evans,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
the libertarian alliance,liberty league,Undirected,tim evans,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
the libertarian alliance,mont pelerin society,Undirected,tim evans,unconvinced of agw,uk,europe,,global,global,TRUE,TRUE
economic policy centre,liberty league,Undirected,tim evans,,uk,europe,,uk,europe,FALSE,FALSE
economic policy centre,mont pelerin society,Undirected,tim evans,,uk,europe,,global,global,TRUE,TRUE
liberty league,mont pelerin society,Undirected,tim evans,,uk,europe,,global,global,TRUE,TRUE
campus reform,leadership institute,Undirected,timothy dionisopoulos,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
federalist society for law and public policy studies,institute for humane studies,Undirected,todd j. zywicki,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
federalist society for law and public policy studies,calvert institute for policy research,Undirected,todd j. zywicki,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
institute for humane studies,calvert institute for policy research,Undirected,todd j. zywicki,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american tradition institute,washington policy center,Undirected,todd myers,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
independence institute,liberty on the rocks,Undirected,todd shepherd,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
foundation for research on economics and the environment,goldwater institute,Undirected,todd zywicki,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
foundation for research on economics and the environment,bill of rights institute,Undirected,todd zywicki,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
goldwater institute,bill of rights institute,Undirected,todd zywicki,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
niskanen center,institute for economic studies,Undirected,tom g. palmer,convinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
niskanen center,berlin manhattan institut für unternehmerische freiheit e.v.,Undirected,tom g. palmer,convinced of agw,usa,north america,unconvinced of agw,germany,europe,TRUE,TRUE
institute for economic studies,berlin manhattan institut für unternehmerische freiheit e.v.,Undirected,tom g. palmer,unconvinced of agw,france,europe,unconvinced of agw,germany,europe,TRUE,FALSE
apco worldwide,friends of science,Undirected,tom harris,unconvinced of agw,usa,north america,unconvinced of agw,canada,north america,TRUE,FALSE
"environmental conservation organization, inc.",freedom21,Undirected,tom mcdonnell,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
"environmental conservation organization, inc.",sovereignty international,Undirected,tom mcdonnell,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
freedom21,sovereignty international,Undirected,tom mcdonnell,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
institute of economic affairs,the free society,Undirected,tom miers,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
the bastiat society,atlas society,Undirected,tom palmer,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
the bastiat society,institut turgot,Undirected,tom palmer,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
the bastiat society,imani,Undirected,tom palmer,unconvinced of agw,usa,north america,unconvinced of agw,unknown,unknown,TRUE,TRUE
atlas society,institut turgot,Undirected,tom palmer,,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
atlas society,imani,Undirected,tom palmer,,usa,north america,unconvinced of agw,unknown,unknown,TRUE,TRUE
institut turgot,imani,Undirected,tom palmer,unconvinced of agw,france,europe,unconvinced of agw,unknown,unknown,TRUE,TRUE
american tradition institute,clexit,Undirected,tom tanton,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american tradition institute,the energy environment legal institute,Undirected,tom tanton,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
clexit,the energy environment legal institute,Undirected,tom tanton,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
freedom foundation,oklahoma council of public affairs,Undirected,trent england,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
niskanen center,institut turgot,Undirected,tyler cowen,convinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
montreal economic institute,institut economique molinari,Undirected,valentin petkantchin,unconvinced of agw,canada,north america,,france,europe,TRUE,TRUE
