person;organisation;wiki_page;cat_agw_opinion;cat_occupation;cat_relgion_opinion;cat_topic;Page_Link
Barry Glassner;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Barry_Glassner
Svante Arrhenius;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Svante_Arrhenius
Ari Halperin;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ari_Halperin
Brian Kilmeade;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Brian_Kilmeade
Peter William Lount;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_William_Lount
Tom McElmurry;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_McElmurry
Jerry Moran;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jerry_Moran
W. James O'Brien;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=W._James_O%27Brien
Barbara H. Peterson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Barbara_H._Peterson
William R. Bennett;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=William_R._Bennett
Hilton Ratcliffe;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hilton_Ratcliffe
Chesley Rowlett;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Chesley_Rowlett
Barre Seid;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Barre_Seid
Frits Spaans;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Frits_Spaans
Michiel van den Broeke;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michiel_van_den_Broeke
James Bovard;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Bovard
Andrew Corbett;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Andrew_Corbett
Ludovic Delory;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ludovic_Delory
Phil Elder;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Phil_Elder
Dieter Glatting;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dieter_Glatting
Barry Arrington;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Barry_Arrington
Julie Halpert;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Julie_Halpert
Martin Hoerling;;own_page;; meteorologists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Martin_Hoerling
Jan Janssens;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jan_Janssens
Bruce A. Kimball;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bruce_A._Kimball
Ben Lankamp;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ben_Lankamp
Marie-France Loutre;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Marie-France_Loutre
Ian McEwan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ian_McEwan
John O'Connor;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_O%27Connor
Collin Peterson;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Collin_Peterson
Frauke Rathjen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Frauke_Rathjen
Johnny Roy;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Johnny_Roy
Gudrun Seidl;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gudrun_Seidl
Hans Spaniol;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hans_Spaniol
James Taranto;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Taranto
Louis van den Reek;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Louis_van_den_Reek
Donna Bowater;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Donna_Bowater
Gregory H. Canavan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gregory_H._Canavan
James Corbett;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Corbett
Joseph D. DeLuca;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Joseph_D._DeLuca
Nathalie Elgrably-L̩vy;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Nathalie_Elgrably-L%C3%A9vy
David Wallace Forslund;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=David_Wallace_Forslund
Ken Ham;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ken_Ham
Fritz Erik Hoevel;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Fritz_Erik_Hoevel
Henk Lankamp;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Henk_Lankamp
Leon Louw;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Leon_Louw
Brian McFadden;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Brian_McFadden
Steve O'Connor;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Steve_O%27Connor
Tom Bennion;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_Bennion
Peter Rauch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Rauch
Robert Royal;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Royal
Joachim Seifert;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Joachim_Seifert
James Spann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Spann
Michael van der Galien;;own_page; unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_van_der_Galien
Mark Bowlin;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mark_Bowlin
Rudy Candler;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rudy_Candler
Tom Corbett;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_Corbett
Ulrich Elkmann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ulrich_Elkmann
Andrew Forster;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Andrew_Forster
John D. Hamaker;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_D._Hamaker
John Hoeven;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Hoeven
Steven M. Japar;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Steven_M._Japar
Samson Kimenyi;;own_page;; economists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Samson_Kimenyi
James Lankford;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Lankford
Bryan Lovell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bryan_Lovell
Jo Moreau;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jo_Moreau
D. Kelly O'Day;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=D._Kelly_O%27Day
Jean-Robert Petit;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jean-Robert_Petit
Bernd Benser;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bernd_Benser
Emil A. R̼yrvik;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Emil_A._R%C3%B8yrvik
Fred Seitz;;own_page;;;; tobacco;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Fred_Seitz
Stephen Sparks;;own_page;; scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stephen_Sparks
Bill Taylor;;own_page;; weathermen;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bill_Taylor
Maria van der Hoeven;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Maria_van_der_Hoeven
Jason E. Box;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jason_E._Box
James DeMeo;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_DeMeo
Holger Ellerbrock;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Holger_Ellerbrock
Ewald Gleixner;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ewald_Gleixner
Eddy Aruda;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eddy_Aruda
David M. Hoffer;;own_page;;; libertarianism;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=David_M._Hoffer
Antero Jarvinen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Antero_Jarvinen
Kyoji Kimoto;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kyoji_Kimoto
Hugues Lannoy;;own_page; unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hugues_Lannoy
James Lovelock;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Lovelock
Alister McFarquhar;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Alister_McFarquhar
Dick Morgan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dick_Morgan
Ian O'Doherty;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ian_O%27Doherty
Greg Benson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Greg_Benson
Peter H. Raven;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_H._Raven
Simon Rozendaal;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Simon_Rozendaal
Russell Seitz;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Russell_Seitz
Mike Spaulding;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mike_Spaulding
Elwynn Taylor;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Elwynn_Taylor
Eric Cantor;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eric_Cantor
Terence Corcoran;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Terence_Corcoran
Ole Henrik Ellestad;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ole_Henrik_Ellestad
Ira Glickstein;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ira_Glickstein
James Arvanitakis;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Arvanitakis
Clive Hamilton;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Clive_Hamilton
Andrew J. Hoffman;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Andrew_J._Hoffman
William F. Jasper;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=William_F._Jasper
Frank Lansner;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Frank_Lansner
Kate Loveys;;own_page;; journalists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kate_Loveys
Ralph McGill;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ralph_McGill
Christine O'Donnell;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Christine_O%27Donnell
Jonathan Petre;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jonathan_Petre
Jonathan Benson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jonathan_Benson
Peter Ravenscroft;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Ravenscroft
Stan Selene;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stan_Selene
Glenn Speck;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Glenn_Speck
Tom van der Hoeven;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_van_der_Hoeven
Maxwell Boykoff;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Maxwell_Boykoff
David Deming;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=David_Deming
Afshin Ellian;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Afshin_Ellian
Grazyna Fosar;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Grazyna_Fosar
Thomas Globig;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Thomas_Globig
Ritesh Arya;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ritesh_Arya
Larry Hamlin;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Larry_Hamlin
Doug L. Hoffman;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Doug_L._Hoffman
Daniel Lapin;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Daniel_Lapin
Erika Lovley;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Erika_Lovley
Jean Marie McGinley;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jean_Marie_McGinley
Jennifer Morgan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jennifer_Morgan
Peter O'Donnell;;own_page;; weathermen;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_O%27Donnell
Manfred Petritsch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Manfred_Petritsch
Sidney W. Benson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Sidney_W._Benson
Jerome Ravetz;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jerome_Ravetz
Andrea Sella;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Andrea_Sella
Peter Spencer;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Spencer
James M. Taylor;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_M._Taylor
Alwyn van der Merwe;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Alwyn_van_der_Merwe
Edward B. Boyle, Jr.;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Edward_B._Boyle,_Jr.
Michael Coren;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_Coren
Jim DeMint;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jim_DeMint
Michelle Foss;;own_page;; geologists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michelle_Foss
Anne Glover;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Anne_Glover
Leon Ashby;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Leon_Ashby
Michael Hammer;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_Hammer
Freddy Hoffmann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Freddy_Hoffmann
Matt King;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Matt_King
David Lappi;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=David_Lappi
Dennis McGinn;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dennis_McGinn
M. R. Morgan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=M._R._Morgan
Randy O'Donnell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Randy_O%27Donnell
Kofi Benti;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kofi_Benti
Alec Rawls;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Alec_Rawls
Joseph M. Rubino;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Joseph_M._Rubino
Sonia Seneviratne;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Sonia_Seneviratne
Roy W. Spencer;;own_page;;; creationists;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Roy_W._Spencer
Jeff Taylor;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jeff_Taylor
Henk van der Riet;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Henk_van_der_Riet
Francisco Capella;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Francisco_Capella
Bert Corluy;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bert_Corluy
Andreas Demmig;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Andreas_Demmig
Paul Elliott;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_Elliott
Dean Foster;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dean_Foster
Peter Glover;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Glover
Shisha Ashby;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Shisha_Ashby
James Hammond;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_Hammond
Ruth King;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ruth_King
Bernward L̦wenberg;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bernward_L%C3%B6wenberg
Jan McGirk;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jan_McGirk
Nancy Morgan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Nancy_Morgan
Richard J. Petschauer;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Richard_J._Petschauer
John Ray;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Ray
Marco Rubio;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Marco_Rubio
Mieke Senftleben;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mieke_Senftleben
Tom Spencer;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_Spencer
Jeroen van der Sluijs;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jeroen_van_der_Sluijs
Peter Brabeck-Letmathe;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Brabeck-Letmathe
Steven Capozzola;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Steven_Capozzola
Eric Cornand;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eric_Cornand
Matthew Dempsey;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Matthew_Dempsey
Tony Elliott;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tony_Elliott
Grant Foster;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Grant_Foster
Richard Glover;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Richard_Glover
Michael Asher;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_Asher
Charles B. Hammons;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Charles_B._Hammons
Jeffrey Sachs;;own_page;; economists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jeffrey_Sachs
Steve King;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Steve_King
Paul Larmuseau;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_Larmuseau
Chris McGrath;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Chris_McGrath
G̦sta Pettersson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=G%C3%B6sta_Pettersson
Dieter Ber;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dieter_Ber
Eric S. Raymond;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eric_S._Raymond
Jeanne Rubner;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jeanne_Rubner
Jim Sensenbrenner;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jim_Sensenbrenner
Jean-Alexis Spitz;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jean-Alexis_Spitz
Eric Van der Stichelen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Eric_Van_der_Stichelen
Larry H. Brace;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Larry_H._Brace
Robert Caprara;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Caprara
Albert Cornelissen;;own_page; unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Albert_Cornelissen
Dirk Den Baars;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dirk_Den_Baars
John Bellamy Foster;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Bellamy_Foster
Stephen Glover;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stephen_Glover
Michael Ashley;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_Ashley
Hans Hoffmeister;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hans_Hoffmeister
Cole Jeffrey;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Cole_Jeffrey
Paul Kingsnorth;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_Kingsnorth
Tom Moriarty;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_Moriarty
Michael O'Leary;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_O%27Leary
Doug Pettibone;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Doug_Pettibone
Max Beran;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Max_Beran
Dominique Raynaud;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dominique_Raynaud
Craig Rucker;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Craig_Rucker
Josef Spitz;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Josef_Spitz
Malcolm Taylor;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Malcolm_Taylor
Omar-Dario Cardona;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Omar-Dario_Cardona
John Cornyn;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Cornyn
Otto Dengel;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Otto_Dengel
Robert Ellison;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Ellison
Peter Foster;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Foster
Salome Gluecksohn Waelsch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Salome_Gluecksohn_Waelsch
Bob Ashworth;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bob_Ashworth
Ernest Hancock;;own_page;;; libertarianism;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ernest_Hancock
Gunter Hofmann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gunter_Hofmann
Grant R. Jeffrey;;own_page;;; christians;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Grant_R._Jeffrey
Jack Kingston;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jack_Kingston
Roar Larsen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Roar_Larsen
Jane Lubchenco;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jane_Lubchenco
